book_title,isbn,isbn13,asin,year_first_published,author,num_pages,genres,num_ratings,average_rating,rating_distribution
Run,isbn not found,isbn13 not found,B004PGNF0W,2011.0,Blake Crouch,331,"['Horror', 'Thriller', 'Fiction', 'Science Fiction', 'Dystopia', 'Audiobook', 'Mystery']",24616,3.79,"{'5 Stars': 6372, '4 Stars': 9558, '3 Stars': 6433, '2 Stars': 1730, '1 Star': 523}"
Horde,1250024633,9781250024633,1250024633,2013.0,Ann Aguirre,422,"['Dystopia', 'Young Adult', 'Zombies', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Romance']",24056,4.25,"{'5 Stars': 11531, '4 Stars': 8114, '3 Stars': 3448, '2 Stars': 707, '1 Star': 256}"
Isole nel vento,8856610043,9788856610048,8856610043,2009.0,David  Carlyle,288,"['Young Adult', 'Science Fiction', 'Fantasy', 'Childrens', 'Dystopia']",180,3.49,"{'5 Stars': 31, '4 Stars': 60, '3 Stars': 61, '2 Stars': 23, '1 Star': 5}"
Bitterwood,184416487,9781844164875,184416487X,2007.0,James Maxey,482,"['Fantasy', 'Dragons', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic', 'Post Apocalyptic']",1417,3.6,"{'5 Stars': 310, '4 Stars': 500, '3 Stars': 411, '2 Stars': 120, '1 Star': 76}"
Ashes of Twilight,0312641788,9780312641788,0312641788,2012.0,Kassy Tayler,320,"['Dystopia', 'Young Adult', 'Steampunk', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance']",1319,3.65,"{'5 Stars': 327, '4 Stars': 460, '3 Stars': 340, '2 Stars': 127, '1 Star': 65}"
The Pledge,1442422017,9781442422018,1442422017,2011.0,Kimberly Derting,323,"['Young Adult', 'Dystopia', 'Fantasy', 'Romance', 'Paranormal', 'Magic', 'Science Fiction']",28961,3.78,"{'5 Stars': 8274, '4 Stars': 10148, '3 Stars': 7359, '2 Stars': 2381, '1 Star': 799}"
Flawless Ruins,isbn not found,isbn13 not found,asin not found,2011.0,Kieryn Nicolas,,"['Dystopia', 'Young Adult']",71,4.51,"{'5 Stars': 43, '4 Stars': 21, '3 Stars': 7, '2 Stars': 0, '1 Star': 0}"
The Postmortal,0143119826,9780143119821,0143119826,2011.0,Drew Magary,369,"['Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Horror', 'Book Club', 'Science Fiction Fantasy']",15935,3.75,"{'5 Stars': 3624, '4 Stars': 6536, '3 Stars': 4293, '2 Stars': 1196, '1 Star': 286}"
Ravage,207039428,9782070394289,207039428X,1943.0,René Barjavel,368,"['Science Fiction', 'Fiction', 'France', 'Roman', 'Dystopia', 'Classics', 'French Literature']",5039,3.59,"{'5 Stars': 1292, '4 Stars': 1623, '3 Stars': 1206, '2 Stars': 581, '1 Star': 337}"
Article 5,0765329581,9780765329585,0765329581,2012.0,Kristen Simmons,362,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Fantasy']",28211,3.76,"{'5 Stars': 8635, '4 Stars': 9086, '3 Stars': 6863, '2 Stars': 2479, '1 Star': 1148}"
The Affirmation,0684816148,9780684816142,0684816148,1981.0,Christopher Priest,213,"['Science Fiction', 'Fiction', 'Fantasy', '20th Century', 'Speculative Fiction', 'British Literature', 'Novels']",2243,3.91,"{'5 Stars': 670, '4 Stars': 915, '3 Stars': 481, '2 Stars': 132, '1 Star': 45}"
Eruption,0451464206,9780451464200,0451464206,2011.0,Harry Turtledove,420,"['Science Fiction', 'Fiction', 'Alternate History', 'Apocalyptic', 'Post Apocalyptic', 'Thriller', 'Audiobook']",1660,3.15,"{'5 Stars': 231, '4 Stars': 431, '3 Stars': 527, '2 Stars': 297, '1 Star': 174}"
Brave New Love: 15 Dystopian Tales of Desire,0762442204,9780762442201,0762442204,2012.0,Paula Guran,390,"['Dystopia', 'Short Stories', 'Anthologies', 'Romance', 'Science Fiction', 'Post Apocalyptic', 'Teen']",529,3.47,"{'5 Stars': 136, '4 Stars': 119, '3 Stars': 164, '2 Stars': 79, '1 Star': 31}"
The Neptune Project,1423157567,9781423157564,1423157567,2013.0,Polly Holyoke,340,"['Science Fiction', 'Middle Grade', 'Dystopia', 'Young Adult', 'Fantasy', 'Adventure', 'Romance']",3626,4.26,"{'5 Stars': 1862, '4 Stars': 1079, '3 Stars': 502, '2 Stars': 130, '1 Star': 53}"
Dust,isbn not found,isbn13 not found,B004Q3RTXS,2002.0,Jacqueline Druga-Marchetti,288,"['Apocalyptic', 'Post Apocalyptic', 'Science Fiction', 'Dystopia', 'Fiction']",427,4.02,"{'5 Stars': 175, '4 Stars': 131, '3 Stars': 83, '2 Stars': 29, '1 Star': 9}"
